,age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
4184,30,Female,11.97,3.71,4.0,2.0,6.26,47,107,12.5,Low,Yes,Moderate,1
4185,19,Other,6.75,3.96,3.44,2.88,4.75,232,107,7.32,Medium,Yes,Moderate,1
4186,29,Female,9.27,2.86,1.94,5.4,5.46,225,136,11.2,Low,Yes,Severe,1
4187,26,Other,5.03,1.34,2.27,3.76,7.67,103,54,5.74,High,No,Not addicted,0
4188,21,Male,3.24,3.01,3.63,2.0,4.82,215,93,4.21,High,Yes,Not addicted,0
4189,21,Male,3.67,3.98,0.2,2.9,6.37,192,49,4.76,Medium,Yes,Not addicted,0
4190,25,Female,3.07,5.48,2.15,1.04,5.68,61,78,4.8,Low,Yes,Severe,1
4191,24,Other,10.2,4.56,0.72,2.94,7.35,225,108,11.74,Medium,No,Severe,1
4192,19,Female,9.73,5.77,3.68,0.72,4.72,112,157,11.67,Medium,Yes,Moderate,1
4193,33,Other,10.49,5.26,0.21,1.01,5.91,76,154,13.46,High,No,Severe,1
4194,21,Other,8.04,0.77,1.92,3.92,8.6,224,85,10.09,High,Yes,Severe,1
4195,34,Male,10.84,1.13,2.68,5.14,8.92,235,44,13.73,Medium,No,Severe,1
4196,28,Other,5.27,3.0,0.14,5.27,6.33,113,121,7.88,Medium,No,Mild,0
4197,35,Female,6.26,5.21,1.25,2.33,8.0,182,117,7.31,Medium,No,Severe,1
4198,29,Male,8.56,0.75,2.65,2.02,8.65,224,48,9.64,High,Yes,Severe,1
4199,23,Other,6.43,5.85,2.04,2.2,7.41,154,180,7.91,Medium,No,Moderate,1
4200,34,Other,5.1,1.7,1.34,5.67,7.47,212,67,6.1,High,No,Not addicted,0
4201,24,Male,3.7,5.88,1.38,1.13,4.99,133,16,4.61,High,No,Severe,1
4202,27,Female,5.76,5.88,2.31,1.55,5.27,64,73,8.18,High,Yes,Severe,1
4203,20,Male,8.49,5.85,1.63,1.38,5.27,153,154,9.84,High,No,Moderate,1
4204,24,Male,8.71,4.63,2.78,4.24,5.87,155,129,9.98,Medium,Yes,Severe,1
4205,33,Other,4.36,3.96,0.42,3.18,6.33,132,139,6.33,Low,No,Not addicted,0
4206,25,Male,9.67,1.94,1.32,0.97,4.67,100,81,11.0,Low,Yes,Severe,1
4207,29,Other,11.3,3.33,1.73,2.21,5.63,37,124,13.91,Low,No,Moderate,1
4208,30,Female,5.27,5.51,1.22,2.29,9.0,146,104,7.88,Low,Yes,Severe,1
4209,21,Female,5.48,5.67,0.44,4.27,5.84,39,104,8.18,Low,Yes,Severe,1
4210,34,Other,5.43,4.48,0.35,1.97,7.33,149,32,5.97,Low,No,Moderate,1
4211,29,Other,7.34,1.06,3.83,5.47,4.96,169,106,8.09,High,No,Moderate,1
4212,24,Other,7.88,5.22,1.53,0.7,8.42,64,167,9.37,High,Yes,Moderate,1
4213,26,Other,5.17,3.36,3.54,2.6,6.93,155,50,7.81,High,Yes,Not addicted,0
4214,18,Other,10.41,3.82,1.82,0.6,5.9,118,85,11.54,Low,Yes,Moderate,1
4215,18,Male,6.4,0.51,1.43,4.48,7.53,177,27,8.18,High,No,Mild,0
4216,19,Female,3.26,3.21,3.3,1.82,8.98,226,131,4.22,Low,No,Not addicted,0
4217,28,Male,3.53,5.07,0.58,4.07,8.51,104,164,4.15,Medium,Yes,Severe,1
4218,28,Male,10.59,1.4,3.03,4.11,6.15,170,67,11.22,Medium,Yes,Severe,1
4219,27,Other,10.59,1.03,2.71,2.41,7.27,131,90,11.45,Low,No,Moderate,1
4220,18,Female,8.49,3.92,1.83,3.07,8.47,199,95,9.21,High,Yes,Moderate,1
4221,27,Female,3.82,0.88,2.46,0.99,5.4,113,122,5.1,Low,Yes,Mild,0
4222,23,Female,6.85,0.73,0.51,4.64,7.09,66,57,7.82,Medium,Yes,Moderate,1
4223,24,Female,7.84,3.78,3.7,2.15,8.44,163,159,8.76,Medium,Yes,Moderate,1
4224,33,Male,5.9,3.78,2.49,3.02,6.29,100,41,6.81,High,No,Mild,0
4225,35,Male,4.69,3.2,1.69,4.75,4.76,40,15,5.39,Low,Yes,Not addicted,0
4226,34,Female,7.44,4.82,2.56,4.24,5.68,38,92,8.66,High,Yes,Severe,1
4227,28,Male,9.79,3.0,2.26,3.4,7.33,178,123,12.5,Low,Yes,Severe,1
4228,29,Female,10.81,1.68,2.49,1.56,6.04,83,101,11.74,Low,No,Moderate,1
4229,24,Female,9.12,2.08,1.52,5.7,4.6,221,125,12.0,High,Yes,Severe,1
4230,21,Male,11.66,3.12,1.28,5.4,4.58,31,34,12.26,Low,Yes,Moderate,1
4231,21,Male,9.44,1.65,1.35,2.5,5.3,240,121,11.43,Low,Yes,Moderate,1
4232,35,Female,6.2,1.93,1.05,1.2,5.24,229,74,8.27,Medium,Yes,Mild,0
4233,26,Other,5.87,5.5,0.43,4.05,5.7,51,173,7.35,High,No,Severe,1
4234,34,Male,10.29,4.71,3.84,4.23,7.37,214,170,11.04,Low,No,Severe,1
4235,24,Other,11.16,4.38,1.57,2.36,8.07,126,171,13.36,Low,Yes,Severe,1
4236,24,Female,3.78,5.32,3.41,2.94,7.05,83,60,4.78,High,Yes,Severe,1
4237,28,Female,6.05,3.0,3.95,3.58,6.61,183,56,8.13,Low,Yes,Mild,0
4238,31,Male,5.56,5.93,2.33,0.58,7.25,177,151,7.14,High,Yes,Severe,1
4239,33,Other,9.26,2.9,3.75,5.95,7.06,175,159,10.3,High,Yes,Moderate,1
4240,27,Male,8.06,5.0,2.73,2.0,5.03,80,36,10.06,High,Yes,Moderate,1
4241,27,Male,3.82,2.35,1.98,5.52,6.84,121,70,6.57,Medium,Yes,Mild,0
4242,24,Other,4.49,3.1,0.52,4.76,7.17,122,119,7.4,High,No,Mild,0
4243,26,Female,4.91,0.99,0.65,0.87,7.71,197,118,6.3,Low,No,Mild,0
4244,24,Male,10.08,5.64,2.94,4.26,5.81,71,35,10.63,Medium,No,Severe,1
4245,19,Other,11.39,4.24,3.99,4.75,6.57,166,121,11.99,High,No,Severe,1
4246,32,Male,8.47,5.94,3.47,2.15,5.65,61,63,9.22,High,No,Severe,1
4247,21,Other,4.52,4.39,3.86,3.52,4.7,55,179,7.44,Low,Yes,Moderate,1
4248,26,Male,3.43,3.66,3.48,4.51,8.23,169,44,4.72,Medium,Yes,Mild,0
4249,29,Male,10.09,3.57,0.06,0.94,5.59,88,137,12.16,High,Yes,Severe,1
4250,31,Female,5.29,5.39,0.69,2.77,6.54,101,83,7.51,High,Yes,Severe,1
4251,24,Female,8.4,4.48,0.05,2.09,5.64,157,36,10.03,High,No,Moderate,1
4252,25,Other,11.36,4.35,3.29,4.93,6.3,186,101,13.74,Low,No,Severe,1
4253,23,Other,3.17,1.04,2.59,1.06,5.19,220,113,4.64,Medium,Yes,Not addicted,0
4254,33,Other,3.01,0.54,3.05,3.07,7.68,175,126,5.2,Medium,Yes,Mild,0
4255,20,Male,3.67,2.38,0.85,1.15,4.75,191,104,6.41,Low,No,Mild,0
4256,35,Male,6.5,2.2,2.59,3.07,6.65,108,155,8.15,Medium,Yes,Moderate,1
4257,33,Female,4.25,4.27,1.29,1.82,4.61,71,62,5.59,Medium,No,Severe,1
4258,26,Other,11.25,0.87,3.7,1.8,8.65,111,38,13.24,High,Yes,Severe,1
4259,27,Other,4.42,2.77,1.73,0.98,5.86,74,19,6.4,High,Yes,Not addicted,0
4260,27,Female,9.22,1.15,0.3,5.02,7.38,70,112,10.8,Low,Yes,Severe,1
4261,31,Male,10.94,4.38,1.31,4.61,5.86,63,62,12.73,High,Yes,Moderate,1
4262,28,Other,9.18,5.07,2.05,2.27,5.34,203,167,10.8,High,Yes,Severe,1
4263,31,Other,6.2,2.91,1.26,1.82,7.39,108,60,7.0,High,No,Mild,0
4264,30,Female,5.65,5.75,1.15,1.29,8.68,221,179,6.34,Medium,Yes,Moderate,1
4265,26,Male,11.82,3.27,0.03,5.71,8.5,23,42,13.32,Low,No,Moderate,1
4266,26,Female,8.14,1.89,3.46,4.22,5.06,174,175,9.63,Medium,No,Moderate,1
4267,22,Other,9.57,1.53,3.49,5.71,5.68,100,87,10.58,Medium,No,Severe,1
4268,31,Other,7.31,2.18,1.92,5.21,5.34,172,146,8.83,Low,Yes,Mild,0
4269,25,Male,4.86,1.23,2.46,3.59,8.11,204,155,7.73,Low,No,Not addicted,0
4270,31,Female,9.0,3.16,2.41,2.62,5.83,174,87,11.06,High,No,Moderate,1
4271,32,Male,6.19,5.73,3.9,4.56,8.08,159,87,8.15,Medium,Yes,Severe,1
4272,31,Female,7.64,1.51,0.63,3.26,7.05,201,118,8.32,Low,Yes,Moderate,1
4273,20,Female,9.05,2.53,0.68,5.34,5.21,106,130,10.87,Low,No,Moderate,1
4274,18,Male,4.72,4.98,3.51,1.72,7.81,143,33,5.42,Low,Yes,Severe,1
4275,18,Other,10.48,4.07,3.62,5.3,7.31,112,178,12.41,Medium,Yes,Moderate,1
4276,22,Other,11.83,0.69,0.61,1.58,8.05,82,110,14.17,Low,Yes,Moderate,1
4277,35,Other,8.56,2.48,0.42,1.16,5.58,215,173,10.52,High,No,Moderate,1
4278,32,Male,8.41,2.91,3.97,2.65,6.47,156,55,9.52,Low,No,Moderate,1
4279,30,Female,10.29,4.67,3.34,2.31,5.87,195,81,12.78,Medium,No,Severe,1
4280,24,Male,3.21,2.72,3.28,2.6,4.79,193,157,5.3,High,Yes,Mild,0
4281,19,Female,4.56,3.75,0.32,1.65,7.92,152,84,5.65,High,Yes,Not addicted,0
4282,20,Male,8.21,3.52,3.02,0.92,8.82,132,166,9.74,Low,Yes,Severe,1
4283,32,Male,9.78,2.04,3.84,0.79,5.77,81,58,11.38,High,Yes,Moderate,1
4284,34,Male,5.53,5.73,1.05,5.59,8.08,124,37,7.72,High,Yes,Severe,1
4285,26,Female,10.48,3.36,2.1,2.32,8.39,248,124,11.56,Low,Yes,Moderate,1
4286,18,Other,11.81,4.55,1.93,4.16,4.84,82,136,13.34,Low,Yes,Severe,1
4287,28,Female,8.41,1.17,1.31,2.48,8.45,156,68,10.23,Low,No,Moderate,1
4288,33,Male,7.65,5.96,0.47,2.06,7.99,202,126,9.18,High,No,Severe,1
4289,24,Other,4.54,5.51,0.23,5.46,7.99,247,60,7.12,High,Yes,Severe,1
4290,28,Male,9.17,5.11,2.2,3.39,8.62,231,28,9.9,Medium,Yes,Moderate,1
4291,29,Male,5.25,2.36,3.14,5.84,6.79,150,166,5.79,Medium,Yes,Not addicted,0
4292,25,Other,6.03,1.75,0.33,3.22,6.22,32,51,7.66,Medium,Yes,Moderate,1
4293,35,Female,8.0,5.29,2.05,4.28,6.57,42,154,8.69,High,Yes,Moderate,1
4294,33,Other,9.03,2.94,0.18,5.86,4.56,229,80,10.72,Low,Yes,Moderate,1
4295,23,Male,11.47,1.69,2.82,4.33,8.27,64,94,13.54,Low,No,Moderate,1
4296,26,Male,9.84,2.2,2.27,3.43,7.15,57,98,11.75,Low,No,Moderate,1
4297,20,Other,8.32,2.81,2.88,3.85,5.61,112,16,8.97,Low,No,Moderate,1
4298,20,Other,4.78,0.74,0.11,4.77,8.37,38,137,5.29,High,Yes,Mild,0
4299,30,Other,8.01,1.97,1.66,4.88,6.92,54,179,10.94,High,No,Moderate,1
4300,27,Female,9.92,5.55,3.54,3.32,6.91,166,115,11.93,Low,No,Severe,1
4301,19,Other,5.94,2.92,3.4,2.2,7.9,63,36,8.42,High,No,Not addicted,0
4302,30,Other,4.37,4.39,2.33,2.74,8.78,89,164,6.56,Medium,Yes,Severe,1
4303,23,Female,10.78,0.88,2.5,0.84,4.75,225,114,12.34,High,No,Moderate,1
4304,22,Female,3.9,3.5,1.45,3.55,5.47,108,146,6.75,High,Yes,Mild,0
4305,19,Male,10.01,5.61,2.78,0.99,8.53,60,121,11.3,Medium,No,Severe,1
4306,31,Male,5.84,2.64,1.83,2.34,7.98,48,36,8.4,Low,Yes,Mild,0
4307,21,Male,7.7,4.11,2.77,3.94,7.96,69,109,9.62,Medium,Yes,Severe,1
4308,29,Other,9.49,2.36,1.38,2.82,6.07,202,75,10.46,High,No,Moderate,1
4309,31,Male,3.59,2.87,3.04,4.3,6.82,68,17,6.14,Low,No,Not addicted,0
4310,33,Other,7.86,1.69,3.3,1.18,7.6,36,76,8.91,High,Yes,Mild,0
4311,18,Female,5.53,0.76,1.96,4.97,6.39,161,94,8.11,High,Yes,Not addicted,0
4312,19,Other,10.88,2.88,2.94,1.31,6.08,160,140,11.47,High,Yes,Severe,1
4313,19,Other,4.29,5.54,2.94,3.6,5.72,69,116,6.3,Low,Yes,Moderate,1
4314,31,Other,10.93,3.42,2.16,2.59,6.34,126,35,12.46,Low,No,Severe,1
4315,33,Other,10.97,3.0,2.84,2.25,7.19,203,161,13.24,High,Yes,Severe,1
4316,21,Female,6.22,2.0,2.16,3.88,8.66,159,37,8.4,Medium,Yes,Mild,0
4317,28,Male,10.49,4.87,3.01,3.1,6.13,222,151,13.0,Medium,No,Severe,1
4318,28,Male,6.87,1.96,3.37,3.44,6.95,224,152,8.7,Medium,No,Moderate,1
4319,21,Male,5.03,3.66,3.68,1.6,6.58,132,86,7.62,Low,No,Not addicted,0
4320,21,Female,5.17,5.1,3.26,4.84,8.36,74,156,8.13,High,Yes,Moderate,1
4321,18,Other,5.64,1.47,1.9,2.91,7.77,223,106,8.24,Low,Yes,Mild,0
4322,23,Male,7.33,1.75,0.19,4.13,4.55,98,96,9.77,Medium,No,Moderate,1
4323,23,Female,10.52,5.87,3.77,0.73,8.62,102,90,13.42,Medium,No,Moderate,1
4324,32,Female,10.22,4.16,0.23,5.46,7.05,20,161,12.27,High,No,Severe,1
4325,31,Other,3.61,0.61,2.3,1.15,7.89,75,104,5.12,Low,No,Mild,0
4326,30,Male,4.2,0.81,3.98,3.94,4.65,154,21,5.57,High,No,Mild,0
4327,18,Male,10.24,4.71,1.19,0.91,6.42,235,112,12.44,Low,No,Severe,1
4328,33,Other,6.36,1.35,3.54,5.29,4.6,49,130,7.66,High,Yes,Mild,0
4329,18,Male,5.88,3.03,0.47,1.75,6.65,120,22,8.8,High,No,Not addicted,0
4330,24,Female,4.37,4.53,2.08,3.84,8.24,56,73,6.49,Medium,No,Severe,1
4331,33,Female,8.5,1.99,1.5,5.26,5.96,232,62,9.69,Medium,No,Moderate,1
4332,35,Other,8.44,5.85,2.91,5.38,6.49,141,177,11.28,Medium,No,Severe,1
4333,32,Female,7.94,2.67,1.2,0.98,7.63,65,85,8.78,High,Yes,Moderate,1
4334,35,Female,9.13,5.16,2.47,3.58,6.13,122,103,9.99,High,No,Moderate,1
4335,21,Female,3.78,3.07,2.12,1.82,8.97,37,85,4.99,Medium,No,Mild,0
4336,32,Female,11.47,4.78,2.34,4.12,4.85,24,64,12.14,High,No,Moderate,1
4337,33,Male,10.86,5.72,3.87,5.31,7.5,149,148,13.03,Medium,No,Moderate,1
4338,28,Female,9.17,0.67,3.28,2.28,6.91,95,118,10.11,Low,No,Moderate,1
4339,31,Other,5.97,3.42,1.62,2.25,5.01,79,36,6.8,Medium,Yes,Not addicted,0
4340,34,Other,4.13,3.89,2.57,3.16,4.71,211,125,6.28,Medium,No,Not addicted,0
4341,26,Male,6.93,2.75,0.21,4.84,6.72,224,104,8.85,High,No,Moderate,1
4342,21,Female,11.96,4.98,1.34,4.31,5.24,119,93,12.65,Low,No,Severe,1
4343,28,Male,4.39,4.12,2.94,2.49,6.69,135,65,7.19,Low,No,Moderate,1
4344,18,Other,11.47,1.49,3.19,3.05,5.06,74,35,13.22,Low,Yes,Moderate,1
4345,26,Other,8.41,0.78,2.88,5.87,5.64,195,95,10.95,Medium,No,Severe,1
4346,33,Female,5.22,4.28,0.87,3.58,5.53,175,32,6.19,High,Yes,Moderate,1
4347,30,Male,8.22,4.5,1.05,3.35,6.11,151,179,8.74,Medium,No,Severe,1
4348,22,Male,8.2,4.8,3.57,3.31,7.91,129,51,9.89,High,Yes,Severe,1
4349,22,Female,5.33,2.14,3.4,3.39,6.06,158,172,7.65,High,Yes,Mild,0
4350,18,Male,8.16,3.07,0.79,0.8,6.38,236,123,9.39,High,No,Severe,1
4351,26,Female,5.41,2.15,3.63,5.83,4.87,206,150,7.62,Low,Yes,Not addicted,0
4352,27,Other,8.27,4.27,3.31,3.74,4.91,40,51,9.12,Low,Yes,Severe,1
4353,21,Male,11.89,4.05,2.03,0.93,6.22,91,23,13.2,Low,No,Severe,1
4354,25,Male,7.4,0.51,2.15,5.48,6.74,115,34,9.44,Low,Yes,Mild,0
4355,31,Female,3.24,1.83,3.04,3.05,7.86,81,56,4.81,Medium,No,Mild,0
4356,25,Female,3.7,0.84,3.22,1.65,5.48,79,154,6.53,Medium,No,Not addicted,0
4357,31,Other,11.63,3.15,0.22,2.46,6.04,64,34,13.68,High,No,Severe,1
4358,31,Other,7.91,1.26,0.82,5.51,7.56,245,35,8.78,Medium,Yes,Mild,0
4359,24,Female,3.19,3.49,1.07,1.2,7.99,104,134,3.74,Medium,No,Not addicted,0
4360,33,Other,10.48,4.37,2.92,4.46,8.18,67,91,11.61,High,No,Severe,1
4361,33,Other,5.93,3.81,1.75,1.07,8.28,115,121,8.43,Medium,Yes,Not addicted,0
4362,19,Female,4.17,1.37,3.22,2.25,7.76,129,74,6.1,Medium,No,Mild,0
4363,34,Female,4.92,1.05,0.05,3.65,5.37,108,157,7.12,High,No,Not addicted,0
4364,24,Male,9.13,4.32,1.89,0.69,5.34,182,33,11.14,Medium,No,Moderate,1
4365,18,Other,4.56,3.52,1.76,1.39,8.34,235,155,5.14,Low,No,Mild,0
4366,27,Other,8.12,3.21,1.52,3.94,5.91,201,173,8.63,High,Yes,Severe,1
4367,26,Male,4.99,4.14,2.84,2.4,5.15,168,100,7.46,Low,Yes,Moderate,1
4368,34,Other,7.24,4.28,3.84,0.72,8.42,65,47,10.21,Medium,Yes,Moderate,1
4369,23,Female,3.38,3.73,2.3,2.48,8.94,32,150,5.31,Low,No,Mild,0
4370,20,Male,10.64,1.14,3.4,5.25,5.79,241,152,11.59,Medium,No,Moderate,1
4371,33,Other,4.72,0.74,1.57,2.28,7.81,151,150,6.79,High,No,Mild,0
4372,31,Male,10.01,1.51,3.79,1.58,6.41,81,104,10.64,High,No,Severe,1
4373,30,Other,10.4,5.74,0.51,3.05,8.26,35,104,11.29,Medium,Yes,Severe,1
4374,26,Other,10.0,4.0,1.26,5.44,6.22,126,111,11.67,High,No,Severe,1
4375,21,Female,5.5,4.43,1.22,0.6,8.71,233,18,8.09,Low,Yes,Severe,1
4376,24,Other,7.03,1.99,2.93,0.59,6.64,149,60,8.01,Low,Yes,Moderate,1
4377,35,Female,9.21,1.73,1.71,4.74,5.24,206,51,11.89,Low,Yes,Severe,1
4378,19,Male,4.04,2.02,1.88,2.73,6.58,127,126,4.74,High,Yes,Not addicted,0
4379,29,Female,8.39,5.19,0.49,5.43,5.23,207,83,10.14,Low,Yes,Moderate,1
4380,34,Other,8.98,0.97,0.22,2.67,7.15,192,114,11.89,Low,Yes,Severe,1
4381,29,Other,8.7,4.22,0.19,0.6,6.66,147,101,10.35,Low,Yes,Moderate,1
4382,25,Male,9.62,3.53,3.75,3.2,7.49,157,86,10.81,Medium,No,Moderate,1
4383,24,Male,8.68,0.98,2.03,4.43,8.58,96,42,10.55,Medium,Yes,Moderate,1
4384,30,Male,9.66,5.95,1.81,0.86,8.38,134,78,10.73,Medium,Yes,Moderate,1
4385,31,Other,6.25,2.71,1.38,4.84,8.22,144,36,7.21,High,Yes,Mild,0
4386,19,Other,7.81,5.33,0.66,4.06,6.61,127,168,9.82,High,Yes,Severe,1
4387,18,Other,5.71,3.28,2.46,2.64,7.25,112,113,7.22,Low,Yes,Not addicted,0
4388,22,Female,10.77,4.38,3.95,2.22,6.44,76,107,12.68,Low,Yes,Severe,1
4389,25,Male,11.9,4.3,0.79,5.77,7.1,54,143,13.97,Medium,Yes,Severe,1
4390,33,Male,5.88,2.67,1.73,1.88,5.93,90,166,8.78,Medium,Yes,Not addicted,0
4391,31,Male,10.28,4.72,3.56,3.65,5.19,218,102,12.1,Low,Yes,Moderate,1
4392,29,Other,7.81,4.15,2.83,4.77,6.16,180,77,8.94,Medium,Yes,Moderate,1
4393,34,Female,6.13,1.78,3.92,5.53,5.58,41,170,8.71,Low,No,Mild,0
4394,32,Female,7.55,1.65,0.19,3.71,7.59,227,63,8.39,High,Yes,Mild,0
4395,33,Male,3.77,5.86,1.81,1.02,4.53,92,26,4.71,Medium,Yes,Severe,1
4396,33,Male,5.8,3.0,3.98,1.08,7.32,36,143,6.98,High,Yes,Not addicted,0
4397,18,Female,9.76,5.32,0.36,1.81,8.25,195,178,10.68,Low,No,Moderate,1
4398,18,Female,3.72,4.5,3.59,5.09,7.97,166,56,4.49,High,Yes,Moderate,1
4399,33,Other,11.45,1.97,1.0,2.97,6.39,93,97,12.89,High,No,Severe,1
4400,21,Male,6.36,4.29,2.18,5.06,5.43,121,99,8.41,Medium,No,Severe,1
4401,21,Other,5.62,3.04,3.98,1.15,5.33,192,170,8.0,High,Yes,Not addicted,0
4402,22,Female,10.59,2.57,1.69,3.62,6.91,225,163,12.04,Low,Yes,Severe,1
4403,31,Other,9.15,3.69,1.54,5.15,8.3,243,55,11.47,Medium,No,Moderate,1
4404,34,Other,10.31,2.83,3.14,2.45,8.64,222,90,13.13,High,No,Severe,1
4405,32,Female,6.98,5.74,2.4,5.5,6.71,143,69,9.21,High,Yes,Moderate,1
4406,28,Female,3.31,4.98,2.1,1.56,7.79,219,136,4.4,Low,Yes,Severe,1
4407,27,Female,9.22,5.6,2.88,2.89,7.03,123,101,10.84,Medium,Yes,Severe,1
4408,30,Other,3.03,4.59,1.44,0.95,6.57,244,68,3.87,Low,Yes,Moderate,1
4409,28,Female,7.63,2.91,2.24,1.42,7.33,154,18,10.59,High,Yes,Moderate,1
4410,33,Female,6.59,4.66,0.22,3.37,5.47,228,23,8.19,High,Yes,Moderate,1
4411,22,Female,4.7,4.14,0.33,4.57,5.51,98,90,6.76,High,No,Severe,1
4412,18,Other,8.74,5.84,1.14,4.58,6.7,48,127,11.13,Low,No,Severe,1
4413,30,Female,5.16,1.61,1.49,4.83,7.76,32,172,6.29,Medium,Yes,Mild,0
4414,23,Female,5.39,3.28,1.52,3.58,6.72,41,78,6.25,Low,No,Mild,0
4415,32,Female,3.56,4.22,2.48,3.31,5.03,48,16,4.73,Medium,Yes,Moderate,1
4416,20,Female,11.19,5.27,2.2,4.18,4.6,64,35,12.3,High,No,Moderate,1
4417,19,Female,4.72,2.22,0.44,5.58,4.9,80,90,5.44,Medium,No,Not addicted,0
4418,31,Female,10.52,2.4,1.2,0.97,8.94,83,67,13.35,Medium,No,Moderate,1
4419,27,Other,9.71,0.98,2.62,2.73,4.61,70,112,10.71,High,No,Severe,1
4420,30,Female,5.99,0.8,3.75,1.94,5.97,250,96,8.61,Low,Yes,Not addicted,0
4421,29,Male,5.08,1.93,0.08,2.66,6.46,129,175,7.53,Medium,No,Not addicted,0
4422,26,Female,3.58,4.88,0.6,5.72,5.74,130,85,6.01,Low,No,Moderate,1
4423,18,Other,8.14,4.18,0.79,2.43,7.91,233,148,9.33,Medium,Yes,Moderate,1
4424,26,Female,8.73,2.72,0.39,5.47,5.15,136,36,9.35,Medium,Yes,Moderate,1
4425,26,Female,11.81,1.8,2.07,4.66,7.7,207,171,13.71,High,Yes,Moderate,1
4426,19,Other,11.37,1.02,1.53,1.66,7.05,208,53,13.52,Medium,Yes,Severe,1
4427,25,Other,4.21,3.54,1.45,4.61,5.04,197,170,5.13,Medium,Yes,Not addicted,0
4428,24,Female,3.02,0.65,0.69,1.81,6.89,151,69,5.8,High,Yes,Mild,0
4429,21,Female,6.73,3.64,1.97,2.7,7.57,166,126,7.25,High,Yes,Mild,0
4430,22,Male,8.52,5.54,0.6,1.76,8.92,103,159,9.33,High,Yes,Severe,1
4431,20,Other,11.15,1.86,1.73,4.42,6.95,137,50,13.45,Medium,Yes,Severe,1
4432,18,Other,8.17,1.07,3.17,4.16,4.91,233,124,10.05,High,Yes,Moderate,1
4433,22,Other,5.61,2.62,0.64,5.55,6.3,116,48,7.6,Low,Yes,Mild,0
4434,27,Male,8.79,4.33,3.99,4.13,7.39,244,74,9.64,High,Yes,Moderate,1
4435,22,Female,5.27,5.21,0.8,5.92,7.0,74,115,7.05,Low,Yes,Severe,1
4436,21,Female,5.64,6.0,3.74,4.78,8.74,158,86,7.33,High,Yes,Severe,1
4437,32,Other,5.55,1.0,1.7,1.68,5.71,20,103,7.2,Medium,Yes,Mild,0
4438,28,Male,4.64,2.42,0.71,1.86,5.08,96,83,6.8,Low,No,Mild,0
4439,29,Other,5.87,0.53,2.2,4.34,6.52,101,82,7.61,High,Yes,Mild,0
4440,32,Male,3.25,2.85,0.71,4.85,4.5,200,124,6.1,Low,Yes,Mild,0
4441,32,Male,6.99,1.19,2.45,2.07,8.67,62,87,8.78,High,Yes,Moderate,1
4442,29,Other,4.55,3.35,3.03,5.88,5.57,102,123,6.42,High,Yes,Not addicted,0
4443,23,Male,3.19,3.11,2.01,0.52,6.76,249,61,4.12,Low,Yes,Mild,0
4444,21,Other,3.04,4.37,2.37,4.72,5.38,108,81,4.77,Low,Yes,Moderate,1
4445,23,Female,7.41,4.78,0.52,5.15,7.11,62,95,8.13,Low,Yes,Moderate,1
4446,35,Male,11.32,1.25,1.44,3.05,8.89,166,146,14.07,Low,No,Severe,1
4447,23,Female,6.88,0.69,0.71,1.44,4.72,21,134,8.56,Low,Yes,Mild,0
4448,35,Other,3.94,1.08,1.39,5.43,6.94,57,90,5.39,High,No,Not addicted,0
4449,19,Other,7.87,1.14,1.43,4.79,5.13,240,145,9.41,Medium,Yes,Mild,0
4450,32,Female,11.7,2.09,1.12,1.1,8.01,48,110,14.68,Low,Yes,Severe,1
4451,34,Other,9.49,1.86,0.5,2.39,7.53,189,20,11.88,Low,No,Severe,1
4452,26,Male,7.69,1.62,3.04,4.34,8.94,195,128,9.54,High,No,Moderate,1
4453,28,Male,5.81,5.67,2.63,1.51,8.2,230,160,8.03,Medium,No,Severe,1
4454,27,Female,6.95,5.28,1.99,0.74,8.93,173,36,9.3,High,Yes,Moderate,1
4455,24,Female,4.97,4.98,3.61,3.93,5.01,140,60,5.97,Low,No,Moderate,1
4456,28,Other,7.8,4.47,2.17,5.92,6.39,229,43,10.76,High,No,Moderate,1
4457,32,Other,3.51,1.1,1.37,1.3,8.56,49,43,6.12,High,No,Mild,0
4458,21,Female,8.62,4.49,1.55,4.19,6.01,141,67,9.7,High,No,Severe,1
4459,35,Male,4.08,1.73,0.87,2.98,5.69,215,15,6.33,High,Yes,Not addicted,0
4460,18,Other,11.07,1.86,0.66,2.01,5.72,60,113,12.44,Medium,No,Moderate,1
4461,34,Female,8.47,4.11,0.48,3.69,6.75,189,99,11.12,Low,No,Moderate,1
4462,27,Male,10.85,2.7,2.23,4.85,8.52,249,69,12.02,High,No,Moderate,1
4463,27,Male,8.55,0.77,0.19,5.33,4.65,21,121,10.52,Medium,Yes,Moderate,1
4464,24,Female,3.77,3.09,3.84,1.43,8.1,93,19,6.18,High,Yes,Not addicted,0
4465,29,Male,3.03,3.6,2.3,0.65,8.76,91,20,4.82,Low,No,Mild,0
4466,19,Male,8.18,2.93,1.5,1.04,8.12,103,169,9.09,Low,No,Severe,1
4467,33,Other,5.6,1.99,2.76,4.42,5.38,68,36,7.41,High,No,Mild,0
4468,28,Female,5.3,3.61,0.98,5.55,8.8,47,52,7.72,Medium,Yes,Not addicted,0
